fileName,sample,individual,tissue,raw.single.reads
G58398.GTEX-11EMC-0726.2,GTEX-11EMC-0726-SM-5EGJO,GTEX-11EMC,Heart - Left Ventricle,91213333
G56337.GTEX-ZYY3-0226.3,GTEX-ZYY3-0226-SM-5E45M,GTEX-ZYY3,Adipose - Subcutaneous,85626666
G60041.GTEX-13OVG-0626.1,GTEX-13OVG-0626-SM-5IFEP,GTEX-13OVG,Esophagus - Mucosa,101426666
G34467.GTEX-XQ8I-1826-SM-4BOOJ.7,GTEX-XQ8I-1826-SM-4BOOJ,GTEX-XQ8I,Esophagus - Gastroesophageal Junction,66346666
G58411.GTEX-12ZZY-0011-R6b.2,GTEX-12ZZY-0011-R6b-SM-5EGLA,GTEX-12ZZY,Brain - Nucleus accumbens (basal ganglia),90933333
G35615.GTEX-NL3G-0008-SM-4E3JX.2,GTEX-NL3G-0008-SM-4E3JX,GTEX-NL3G,Cells - Transformed fibroblasts,110360000
G63105.GTEX-144GO-0011-R5a.2,GTEX-144GO-0011-R5a-SM-5PNUR,GTEX-144GO,Brain - Caudate (basal ganglia),87986666
G34391.GTEX-XPT6-0008-SM-4B64Q.3,GTEX-XPT6-0008-SM-4B64Q,GTEX-XPT6,Cells - Transformed fibroblasts,114733333
G60023.GTEX-1399T-0826.1,GTEX-1399T-0826-SM-5IFES,GTEX-1399T,Liver,89093333
G34267.GTEX-XBEW-1326-SM-4AT63.2,GTEX-XBEW-1326-SM-4AT63,GTEX-XBEW,Esophagus - Mucosa,63440000
G53803.GTEX-11ZUS-0011-R9b.2,GTEX-11ZUS-0011-R9b-SM-5BC76,GTEX-11ZUS,Brain - Spinal cord (cervical c-1),84000000
G62454.GTEX-117YW-0005.2,GTEX-117YW-0005-SM-5NQ8Z,GTEX-117YW,Whole Blood,84293333
G19364.GTEX-S4Z8-1726-SM-3K2AX.1,GTEX-S4Z8-1726-SM-3K2AX,GTEX-S4Z8,Adipose - Subcutaneous,72946666
G60512.GTEX-13PDP-0226.2,GTEX-13PDP-0226-SM-5K7W9,GTEX-13PDP,Adipose - Subcutaneous,109760000
G58286.GTEX-111CU-0526.2,GTEX-111CU-0526-SM-5EGHK,GTEX-111CU,Pancreas,66266666
G35566.GTEX-WZTO-0011-R11A-SM-4E3K9.4,GTEX-WZTO-0011-R11A-SM-4E3K9,GTEX-WZTO,Brain - Cerebellar Hemisphere,100613333
G41466.GTEX-WVLH-0011-R1A.2,GTEX-WVLH-0011-R1A-SM-4MVOK,GTEX-WVLH,Brain - Hippocampus,120066666
G60011.GTEX-139T6-0626.1,GTEX-139T6-0626-SM-5IFF9,GTEX-139T6,Esophagus - Mucosa,99906666
G26577.GTEX-P4PP-0726-SM-3NM9S.1,GTEX-P4PP-0726-SM-3NM9S,GTEX-P4PP,Esophagus - Muscularis,120746666
G62715.GTEX-145LS-3026.2,GTEX-145LS-3026-SM-5O99S,GTEX-145LS,Brain - Cerebellum,73013333
G34395.GTEX-XOTO-2126-SM-4B64U.3,GTEX-XOTO-2126-SM-4B64U,GTEX-XOTO,Esophagus - Mucosa,83080000
G62073.GTEX-13N1W-0526.2,GTEX-13N1W-0526-SM-5MR4I,GTEX-13N1W,Muscle - Skeletal,78280000
G61131.GTEX-YEC3-2326.3,GTEX-YEC3-2326-SM-5IFJF,GTEX-YEC3,Esophagus - Gastroesophageal Junction,87880000
G19373.GTEX-S3XE-1926-SM-3K2B3.1,GTEX-S3XE-1926-SM-3K2B3,GTEX-S3XE,Nerve - Tibial,89720000
G60883.GTEX-13FHO-2926.2,GTEX-13FHO-2926-SM-5L3ES,GTEX-13FHO,Brain - Cerebellum,70920000
G60920.GTEX-13OVL-0226.2,GTEX-13OVL-0226-SM-5L3E9,GTEX-13OVL,Skin - Sun Exposed (Lower leg),68840000
G59343.GTEX-12WSK-2626.2,GTEX-12WSK-2626-SM-5GCOT,GTEX-12WSK,Nerve - Tibial,79093333
G56194.GTEX-12ZZZ-0011-R3b.2,GTEX-12ZZZ-0011-R3b-SM-5DUXK,GTEX-12ZZZ,Brain - Anterior cingulate cortex (BA24),82080000
G25658.GTEX-WVLH-0011-R4A-SM-3MJFS.1,GTEX-WVLH-0011-R4A-SM-3MJFS,GTEX-WVLH,Brain - Amygdala,209146666
G26635.GTEX-WHSE-2926-SM-3NMBG.1,GTEX-WHSE-2926-SM-3NMBG,GTEX-WHSE,Brain - Cerebellum,113666666
G19323.GTEX-S32W-2426-SM-2XCAT.1,GTEX-S32W-2426-SM-2XCAT,GTEX-S32W,Artery - Tibial,101066666
G59168.GTEX-131YS-0011-R9b.6,GTEX-131YS-0011-R9b-SM-5EQLY,GTEX-131YS,Brain - Spinal cord (cervical c-1),83920000
G59743.GTEX-11DXW-0826.2,GTEX-11DXW-0826-SM-5H118,GTEX-11DXW,Skin - Not Sun Exposed (Suprapubic),87320000
G53820.GTEX-12WSC-2826.2,GTEX-12WSC-2826-SM-5BC5Y,GTEX-12WSC,Skin - Not Sun Exposed (Suprapubic),79293333
G56326.GTEX-ZXES-1826.3,GTEX-ZXES-1826-SM-5E43S,GTEX-ZXES,Skin - Sun Exposed (Lower leg),81053333
G62343.GTEX-11NV4-2126.2,GTEX-11NV4-2126-SM-5N9DS,GTEX-11NV4,Brain - Cortex,66599999
G59843.GTEX-139T8-0011-R1a.2,GTEX-139T8-0011-R1a-SM-5HL75,GTEX-139T8,Brain - Hippocampus,73933333
G62401.GTEX-11NV4-1726.2,GTEX-11NV4-1726-SM-5N9FC,GTEX-11NV4,Testis,92360000
G60993.GTEX-13OVJ-2826.2,GTEX-13OVJ-2826-SM-5L3GW,GTEX-13OVJ,Brain - Cortex,69400000
G33886.GTEX-XBED-1126-SM-48TCF.1,GTEX-XBED-1126-SM-48TCF,GTEX-XBED,Esophagus - Gastroesophageal Junction,54213333
G62244.GTEX-14BIM-0326.2,GTEX-14BIM-0326-SM-5SI9B,GTEX-14BIM,Muscle - Skeletal,100573333
G62126.GTEX-13N2G-0011-R9b.2,GTEX-13N2G-0011-R9b-SM-5MR4E,GTEX-13N2G,Brain - Spinal cord (cervical c-1),91200000
G62315.GTEX-111VG-2326.2,GTEX-111VG-2326-SM-5N9BK,GTEX-111VG,Adipose - Subcutaneous,87373333
G62541.GTEX-13S7M-0005.2,GTEX-13S7M-0005-SM-5NQ76,GTEX-13S7M,Whole Blood,81720000
G46440.GTEX-Y3I4-0006.1,GTEX-Y3I4-0006-SM-4TT1E,GTEX-Y3I4,Whole Blood,120493333
G60141.GTEX-13OVI-1326.2,GTEX-13OVI-1326-SM-5IJBO,GTEX-13OVI,Adipose - Subcutaneous,70466666
G65098.GTEX-11VI4-0001.2,GTEX-11VI4-0001-SM-5S2OI,GTEX-11VI4,Cells - EBV-transformed lymphocytes,63053333
G62154.GTEX-13OVH-3126.2,GTEX-13OVH-3126-SM-5MR4Z,GTEX-13OVH,Pituitary,86906666
G34330.GTEX-XMD1-0011-R5A-SM-4AT47.2,GTEX-XMD1-0011-R5A-SM-4AT47,GTEX-XMD1,Brain - Caudate (basal ganglia),72453333
G53851.GTEX-11NUK-2426.2,GTEX-11NUK-2426-SM-5BC4U,GTEX-11NUK,Stomach,80026666
G52365.GTEX-ZPIC-2026.1,GTEX-ZPIC-2026-SM-57WG3,GTEX-ZPIC,Stomach,83266666
G63110.GTEX-13X6J-0011-R8b.2,GTEX-13X6J-0011-R8b-SM-5PNUA,GTEX-13X6J,Brain - Hypothalamus,83840000
G25108.GTEX-N7MT-1926-SM-3LK5N.1,GTEX-N7MT-1926-SM-3LK5N,GTEX-N7MT,Vagina,84253333
G52449.GTEX-11EQ9-1226.3,GTEX-11EQ9-1226-SM-5987E,GTEX-11EQ9,Stomach,86626666
G58500.GTEX-11DZ1-0926.2,GTEX-11DZ1-0926-SM-5EQ5R,GTEX-11DZ1,Muscle - Skeletal,73946666
G65258.GTEX-145ME-0126.2,GTEX-145ME-0126-SM-5S2QM,GTEX-145ME,Thyroid,53680000
G60358.GTEX-1399S-1926.3,GTEX-1399S-1926-SM-5J2M5,GTEX-1399S,Colon - Transverse,102360000
G62357.GTEX-11GSP-0006.2,GTEX-11GSP-0006-SM-5N9EL,GTEX-11GSP,Whole Blood,113373333
G58548.GTEX-1313W-0011-R1b.2,GTEX-1313W-0011-R1b-SM-5EQ4A,GTEX-1313W,Brain - Hippocampus,93866666
G61802.GTEX-11TUW-0626.2,GTEX-11TUW-0626-SM-5LU9M,GTEX-11TUW,Skin - Not Sun Exposed (Suprapubic),62266666
G62468.GTEX-11H98-0011-R11b.2,GTEX-11H98-0011-R11b-SM-5NQ6U,GTEX-11H98,Brain - Cerebellar Hemisphere,76293333
G61953.GTEX-13113-1126.2,GTEX-13113-1126-SM-5LZU9,GTEX-13113,Adipose - Visceral (Omentum),82013333
G26614.GTEX-WK11-0926-SM-3NMAU.1,GTEX-WK11-0926-SM-3NMAU,GTEX-WK11,Thyroid,112720000
G26687.GTEX-X261-0926-SM-3NMCY.1,GTEX-X261-0926-SM-3NMCY,GTEX-X261,Heart - Atrial Appendage,112186666
G62057.GTEX-13JUV-0011-R9a.2,GTEX-13JUV-0011-R9a-SM-5LZX3,GTEX-13JUV,Brain - Spinal cord (cervical c-1),81626666
G49072.GTEX-ZPCL-0126.1,GTEX-ZPCL-0126-SM-4WWC8,GTEX-ZPCL,Thyroid,85773333
G59986.GTEX-131YS-3226.1,GTEX-131YS-3226-SM-5IFGV,GTEX-131YS,Pituitary,71240000
G32395.GTEX-QLQW-0726-SM-447AA.2,GTEX-QLQW-0726-SM-447AA,GTEX-QLQW,Stomach,64786666
G62513.GTEX-ZXG5-2826.2,GTEX-ZXG5-2826-SM-5NQ8T,GTEX-ZXG5,Minor Salivary Gland,64879999
G32754.GTEX-RU72-1426-SM-46MUF.2,GTEX-RU72-1426-SM-46MUF,GTEX-RU72,Liver,64746666
G49045.GTEX-ZLV1-0526.1,GTEX-ZLV1-0526-SM-4WWD4,GTEX-ZLV1,Esophagus - Mucosa,81453333
G33891.GTEX-PWOO-1526-SM-48TCK.1,GTEX-PWOO-1526-SM-48TCK,GTEX-PWOO,Uterus,72466666
G59231.GTEX-11ZVC-2626.3,GTEX-11ZVC-2626-SM-5FQTA,GTEX-11ZVC,Adipose - Subcutaneous,84440000
G63025.GTEX-145MH-0011-R3b.3,GTEX-145MH-0011-R3b-SM-5P9JQ,GTEX-145MH,Brain - Anterior cingulate cortex (BA24),101653333
G35637.GTEX-NL3H-0008-SM-4E3HU.4,GTEX-NL3H-0008-SM-4E3HU,GTEX-NL3H,Cells - Transformed fibroblasts,100800000
G62609.GTEX-146FR-2026.2,GTEX-146FR-2026-SM-5NQAI,GTEX-146FR,Stomach,102013333
G59302.GTEX-12WSL-2126.2,GTEX-12WSL-2126-SM-5GCNG,GTEX-12WSL,Minor Salivary Gland,61813333
G42503.GTEX-QV44-1226.2,GTEX-QV44-1226-SM-4R1KE,GTEX-QV44,Stomach,60266666
G62754.GTEX-13PDP-0011-R6b.3,GTEX-13PDP-0011-R6b-SM-5O9D5,GTEX-13PDP,Brain - Nucleus accumbens (basal ganglia),99840000
G34358.GTEX-XMK1-0926-SM-4B66X.3,GTEX-XMK1-0926-SM-4B66X,GTEX-XMK1,Adipose - Visceral (Omentum),89400000
G65613.GTEX-13QJ3-0726.3,GTEX-13QJ3-0726-SM-5SI68,GTEX-13QJ3,Muscle - Skeletal,107466666
G62391.GTEX-11ZUS-2126.2,GTEX-11ZUS-2126-SM-5N9E6,GTEX-11ZUS,Prostate,111373333
G26733.GTEX-X4EO-0926-SM-3P5Z2.2,GTEX-X4EO-0926-SM-3P5Z2,GTEX-X4EO,Lung,117893333
G59390.GTEX-ZXG5-0126.4,GTEX-ZXG5-0126-SM-5GIEU,GTEX-ZXG5,Skin - Sun Exposed (Lower leg),84746666
G60313.GTEX-13JUV-2526.2,GTEX-13JUV-2526-SM-5J1OD,GTEX-13JUV,Nerve - Tibial,94706666
G18417.GTEX-QVJO-0011-R1A-SM-2S1QI.1,GTEX-QVJO-0011-R1A-SM-2S1QI,GTEX-QVJO,Brain - Hippocampus,90840000
G23425.GTEX-R3RS-0126-SM-3GIJL.1,GTEX-R3RS-0126-SM-3GIJL,GTEX-R3RS,Skin - Sun Exposed (Lower leg),79213333
G62522.GTEX-ZVT2-2226.2,GTEX-ZVT2-2226-SM-5NQ6P,GTEX-ZVT2,Adipose - Subcutaneous,94466666
G61792.GTEX-Y8E4-1726.2,GTEX-Y8E4-1726-SM-5LU9G,GTEX-Y8E4,Esophagus - Mucosa,70813333
G56347.GTEX-ZYFC-0726.3,GTEX-ZYFC-0726-SM-5E448,GTEX-ZYFC,Artery - Tibial,95106666
G59379.GTEX-13113-1326.2,GTEX-13113-1326-SM-5GCOI,GTEX-13113,Liver,71786666
G34304.GTEX-XLM4-3126-SM-4AT6M.2,GTEX-XLM4-3126-SM-4AT6M,GTEX-XLM4,Pituitary,66319999
G49304.GTEX-ZV68-0008.2,GTEX-ZV68-0008-SM-4YCCV,GTEX-ZV68,Cells - Transformed fibroblasts,96880000
G61159.GTEX-YFC4-2726.3,GTEX-YFC4-2726-SM-5IFJW,GTEX-YFC4,Ovary,80333333
G33888.GTEX-PW2O-1226-SM-48TCH.1,GTEX-PW2O-1226-SM-48TCH,GTEX-PW2O,Stomach,69240000
G60074.GTEX-13D11-2626.2,GTEX-13D11-2626-SM-5IJDB,GTEX-13D11,Nerve - Tibial,76453333
G47182.GTEX-YEC4-1526.1,GTEX-YEC4-1526-SM-4W1YU,GTEX-YEC4,Testis,119506666
G56322.GTEX-ZVT2-0426.3,GTEX-ZVT2-0426-SM-5E44S,GTEX-ZVT2,Uterus,88386666
G35299.GTEX-U3ZN-0126-SM-4DXUM.8,GTEX-U3ZN-0126-SM-4DXUM,GTEX-U3ZN,Spleen,78053333
G18660.GTEX-RU1J-0006-SM-2TF6M.1,GTEX-RU1J-0006-SM-2TF6M,GTEX-RU1J,Whole Blood,92760000
G26671.GTEX-P4PQ-0426-SM-3NMCI.1,GTEX-P4PQ-0426-SM-3NMCI,GTEX-P4PQ,Artery - Aorta,107106666
G38944.GTEX-TKQ1-1026-SM-4GICL.2,GTEX-TKQ1-1026-SM-4GICL,GTEX-TKQ1,Skin - Sun Exposed (Lower leg),99853333
G23502.GTEX-WEY5-1326-SM-3GILS.1,GTEX-WEY5-1326-SM-3GILS,GTEX-WEY5,Adipose - Visceral (Omentum),79386666
G61902.GTEX-13113-0726.2,GTEX-13113-0726-SM-5LZUF,GTEX-13113,Stomach,83680000
G32929.GTEX-RWS6-0426-SM-47JXH.3,GTEX-RWS6-0426-SM-47JXH,GTEX-RWS6,Artery - Coronary,78173333
G52567.GTEX-ZVE2-0226.2,GTEX-ZVE2-0226-SM-59HJB,GTEX-ZVE2,Skin - Sun Exposed (Lower leg),78306666
G60146.GTEX-13PL6-0326.2,GTEX-13PL6-0326-SM-5IJCP,GTEX-13PL6,Muscle - Skeletal,76066666
G59731.GTEX-117XS-0426.2,GTEX-117XS-0426-SM-5GZZN,GTEX-117XS,Artery - Aorta,85986666
G64266.GTEX-13PVR-2326.1,GTEX-13PVR-2326-SM-5QGR1,GTEX-13PVR,Skin - Sun Exposed (Lower leg),62306666
G22962.GTEX-U4B1-1926-SM-3DB9E.1,GTEX-U4B1-1926-SM-3DB9E,GTEX-U4B1,Artery - Tibial,89880000
G60215.GTEX-13N2G-3126.2,GTEX-13N2G-3126-SM-5IJGL,GTEX-13N2G,Brain - Cerebellum,113640000
G62575.GTEX-1497J-0005.2,GTEX-1497J-0005-SM-5NQBD,GTEX-1497J,Whole Blood,78600000
G49110.GTEX-ZP4G-0003.1,GTEX-ZP4G-0003-SM-4WWED,GTEX-ZP4G,Cells - EBV-transformed lymphocytes,118680000
G52392.GTEX-ZT9W-1026.1,GTEX-ZT9W-1026-SM-57WG5,GTEX-ZT9W,Adipose - Visceral (Omentum),98613333
G59316.GTEX-12WSH-2826.2,GTEX-12WSH-2826-SM-5GCP5,GTEX-12WSH,Artery - Tibial,68066666
G53856.GTEX-11PRG-0626.2,GTEX-11PRG-0626-SM-5BC56,GTEX-11PRG,Adipose - Subcutaneous,80493333
G63911.GTEX-144GM-0426.2,GTEX-144GM-0426-SM-5Q5C8,GTEX-144GM,Testis,91853333
G26728.GTEX-X4EP-0526-SM-3P5YW.2,GTEX-X4EP-0526-SM-3P5YW,GTEX-X4EP,Lung,109520000
G33920.GTEX-PWN1-1426-SM-48TDF.1,GTEX-PWN1-1426-SM-48TDF,GTEX-PWN1,Colon - Transverse,62533333
G22954.GTEX-U8T8-2326-SM-3DB96.1,GTEX-U8T8-2326-SM-3DB96,GTEX-U8T8,Thyroid,82133333
G60565.GTEX-131YS-0011-R5b.2,GTEX-131YS-0011-R5b-SM-5K7YB,GTEX-131YS,Brain - Caudate (basal ganglia),65133333
G23413.GTEX-QCQG-1726-SM-3GIJ9.1,GTEX-QCQG-1726-SM-3GIJ9,GTEX-QCQG,Skin - Sun Exposed (Lower leg),64453333
G49018.GTEX-ZF3C-0326.1,GTEX-ZF3C-0326-SM-4WWBF,GTEX-ZF3C,Muscle - Skeletal,86786666
G58292.GTEX-111CU-0926.2,GTEX-111CU-0926-SM-5EGIK,GTEX-111CU,Stomach,67053333
G34353.GTEX-XMK1-1726-SM-4B64Z.3,GTEX-XMK1-1726-SM-4B64Z,GTEX-XMK1,Colon - Transverse,127360000
G33808.GTEX-Q2AI-1226-SM-48U14.3,GTEX-Q2AI-1226-SM-48U14,GTEX-Q2AI,Testis,74146666
G33981.GTEX-S341-0526-SM-4AD5U.3,GTEX-S341-0526-SM-4AD5U,GTEX-S341,Esophagus - Mucosa,76333333
G62802.GTEX-13OW6-0011-R4a.3,GTEX-13OW6-0011-R4a-SM-5O9DX,GTEX-13OW6,Brain - Amygdala,111013333
G19391.GTEX-S4P3-1526-SM-3K2AV.1,GTEX-S4P3-1526-SM-3K2AV,GTEX-S4P3,Adipose - Subcutaneous,99413333
G52617.GTEX-1212Z-0126.2,GTEX-1212Z-0126-SM-59HK4,GTEX-1212Z,Skin - Not Sun Exposed (Suprapubic),106266666
G60324.GTEX-13OW7-0326.2,GTEX-13OW7-0326-SM-5J1MP,GTEX-13OW7,Muscle - Skeletal,109533333
G62417.GTEX-ZC5H-0826.2,GTEX-ZC5H-0826-SM-5N9FH,GTEX-ZC5H,Pancreas,85706666
G65121.GTEX-147GR-0526.2,GTEX-147GR-0526-SM-5S2MY,GTEX-147GR,Skin - Sun Exposed (Lower leg),77440000
G65078.GTEX-ZE9C-2826.2,GTEX-ZE9C-2826-SM-5S2MO,GTEX-ZE9C,Adipose - Subcutaneous,66800000
G65693.GTEX-14C5O-1326.2,GTEX-14C5O-1326-SM-5S2UW,GTEX-14C5O,Heart - Left Ventricle,87306666
G60483.GTEX-13FLV-2326.2,GTEX-13FLV-2326-SM-5K7UK,GTEX-13FLV,Nerve - Tibial,91626666
G58561.GTEX-11PRG-0826.2,GTEX-11PRG-0826-SM-5EQ6A,GTEX-11PRG,Breast - Mammary Tissue,75893333
G62877.GTEX-11TT1-1126.3,GTEX-11TT1-1126-SM-5P9GV,GTEX-11TT1,Thyroid,105360000
G64021.GTEX-146FQ-1526.1,GTEX-146FQ-1526-SM-5Q5CX,GTEX-146FQ,Pancreas,88280000
G59602.GTEX-111YS-1626.3,GTEX-111YS-1626-SM-5GZZ9,GTEX-111YS,Colon - Transverse,75093333
G33997.GTEX-S3XE-1026-SM-4AD4O.3,GTEX-S3XE-1026-SM-4AD4O,GTEX-S3XE,Stomach,69280000
G59497.GTEX-11UD2-0626.2,GTEX-11UD2-0626-SM-5GU6L,GTEX-11UD2,Thyroid,58173333
G26653.GTEX-X4XX-1126-SM-3NMBY.1,GTEX-X4XX-1126-SM-3NMBY,GTEX-X4XX,Heart - Atrial Appendage,111480000
G63203.GTEX-13QJC-0011-R9b.2,GTEX-13QJC-0011-R9b-SM-5PNX3,GTEX-13QJC,Brain - Spinal cord (cervical c-1),111693333
G56165.GTEX-ZA64-1426.2,GTEX-ZA64-1426-SM-5CVMC,GTEX-ZA64,Colon - Sigmoid,73813333
G59114.GTEX-11ZTS-0226.6,GTEX-11ZTS-0226-SM-5EQKD,GTEX-11ZTS,Adipose - Subcutaneous,81080000
G60151.GTEX-13OVL-0326.2,GTEX-13OVL-0326-SM-5IJCS,GTEX-13OVL,Adipose - Subcutaneous,68320000
G65697.GTEX-147JS-0226.2,GTEX-147JS-0226-SM-5S2U9,GTEX-147JS,Skin - Not Sun Exposed (Suprapubic),94586666
G58337.GTEX-11DXX-0126.2,GTEX-11DXX-0126-SM-5EGH7,GTEX-11DXX,Adrenal Gland,66066666
G62353.GTEX-13N2G-0126.2,GTEX-13N2G-0126-SM-5N9DV,GTEX-13N2G,Testis,88800000
G35588.GTEX-WRHU-1026-SM-4E3ID.4,GTEX-WRHU-1026-SM-4E3ID,GTEX-WRHU,Heart - Atrial Appendage,83306666
G60502.GTEX-13FHP-0326.2,GTEX-13FHP-0326-SM-5K7U2,GTEX-13FHP,Nerve - Tibial,104520000
G35179.GTEX-T2IS-0926-SM-4DM5B.1,GTEX-T2IS-0926-SM-4DM5B,GTEX-T2IS,Esophagus - Muscularis,77346666
G56257.GTEX-1313W-0011-R7b.2,GTEX-1313W-0011-R7b-SM-5DUWL,GTEX-1313W,Brain - Putamen (basal ganglia),65200000
G19484.GTEX-SJXC-0126-SM-2XCFF.2,GTEX-SJXC-0126-SM-2XCFF,GTEX-SJXC,Skin - Sun Exposed (Lower leg),123093333
G32810.GTEX-X585-0011-R2B-SM-46MVF.2,GTEX-X585-0011-R2B-SM-46MVF,GTEX-X585,Brain - Substantia nigra,75093333
G58393.GTEX-113JC-2226.2,GTEX-113JC-2226-SM-5EGJG,GTEX-113JC,Uterus,76186666
G59177.GTEX-11ZVC-3226.3,GTEX-11ZVC-3226-SM-5FQV1,GTEX-11ZVC,Pituitary,103653333
G21094.GTEX-TMMY-0626-SM-33HBD.1,GTEX-TMMY-0626-SM-33HBD,GTEX-TMMY,Artery - Tibial,145146666
G59669.GTEX-111CU-1826.3,GTEX-111CU-1826-SM-5GZYN,GTEX-111CU,Adipose - Subcutaneous,75586666
G62460.GTEX-11TT1-0005.2,GTEX-11TT1-0005-SM-5NQ8Y,GTEX-11TT1,Whole Blood,93946666
G64377.GTEX-13QJC-0526.1,GTEX-13QJC-0526-SM-5RQKB,GTEX-13QJC,Lung,66760000
G22957.GTEX-UJHI-1526-SM-3DB99.1,GTEX-UJHI-1526-SM-3DB99,GTEX-UJHI,Skin - Sun Exposed (Lower leg),75786666
G59267.GTEX-11ZUS-2726.3,GTEX-11ZUS-2726-SM-5FQUA,GTEX-11ZUS,Testis,112866666
G65689.GTEX-148VI-1726.2,GTEX-148VI-1726-SM-5S2W9,GTEX-148VI,Adipose - Subcutaneous,87453333
G22891.GTEX-T8EM-1126-SM-3DB7D.1,GTEX-T8EM-1126-SM-3DB7D,GTEX-T8EM,Adipose - Subcutaneous,156293333
G25920.GTEX-OOBJ-0826-SM-3NB2K.2,GTEX-OOBJ-0826-SM-3NB2K,GTEX-OOBJ,Liver,117280000
G23484.GTEX-WFJO-1926-SM-3GILA.1,GTEX-WFJO-1926-SM-3GILA,GTEX-WFJO,Adipose - Subcutaneous,91586666
G58295.GTEX-111CU-1226.2,GTEX-111CU-1226-SM-5EGIN,GTEX-111CU,Colon - Sigmoid,70053333
G19486.GTEX-SJXC-0426-SM-2XCFH.2,GTEX-SJXC-0426-SM-2XCFH,GTEX-SJXC,Artery - Tibial,131173333
G46447.GTEX-Y3I4-0226.1,GTEX-Y3I4-0226-SM-4TT27,GTEX-Y3I4,Thyroid,110893333
G61078.GTEX-13QIC-3026.2,GTEX-13QIC-3026-SM-5LU58,GTEX-13QIC,Brain - Cerebellum,76066666
G34334.GTEX-XMD1-0011-R10A-SM-4AT4A.2,GTEX-XMD1-0011-R10A-SM-4AT4A,GTEX-XMD1,Brain - Frontal Cortex (BA9),68133333
G61055.GTEX-13QBU-2426.2,GTEX-13QBU-2426-SM-5LU4L,GTEX-13QBU,Muscle - Skeletal,89960000
G53816.GTEX-12BJ1-1426.2,GTEX-12BJ1-1426-SM-5BC5Q,GTEX-12BJ1,Esophagus - Muscularis,94213333
G25644.GTEX-WOFM-0126-SM-3MJFE.1,GTEX-WOFM-0126-SM-3MJFE,GTEX-WOFM,Lung,126213333
G26802.GTEX-X4XX-0011-R1B-SM-3P622.2,GTEX-X4XX-0011-R1B-SM-3P622,GTEX-X4XX,Brain - Hippocampus,131280000
G16722.GTEX-NL3H-0011-R6a.3,GTEX-NL3H-0011-R6a-SM-2I3G8,GTEX-NL3H,Brain - Nucleus accumbens (basal ganglia),103680000
G16730.GTEX-NL3H-0011-R2a.4,GTEX-NL3H-0011-R2a-SM-2I3GG,GTEX-NL3H,Brain - Substantia nigra,209520000
G60384.GTEX-139TS-2226.3,GTEX-139TS-2226-SM-5J2N1,GTEX-139TS,Colon - Sigmoid,161960000
G25131.GTEX-NPJ8-1326-SM-3LK6B.1,GTEX-NPJ8-1326-SM-3LK6B,GTEX-NPJ8,Artery - Coronary,81440000
G59135.GTEX-11TT1-2026.6,GTEX-11TT1-2026-SM-5EQM8,GTEX-11TT1,Prostate,84453333
G39744.GTEX-V1D1-1126-SM-4JBHT.1,GTEX-V1D1-1126-SM-4JBHT,GTEX-V1D1,Esophagus - Muscularis,94920000
G18662.GTEX-RU72-0011-R2A-SM-2TF6O.1,GTEX-RU72-0011-R2A-SM-2TF6O,GTEX-RU72,Brain - Substantia nigra,63106666
G19329.GTEX-RWSA-1126-SM-2XCAZ.1,GTEX-RWSA-1126-SM-2XCAZ,GTEX-RWSA,Lung,80466666
G61042.GTEX-13U4I-1026.2,GTEX-13U4I-1026-SM-5LU3G,GTEX-13U4I,Artery - Aorta,79000000
G63066.GTEX-1399S-0926.2,GTEX-1399S-0926-SM-5PNVQ,GTEX-1399S,Artery - Coronary,68733333
G49316.GTEX-ZUA1-0011-R1a.2,GTEX-ZUA1-0011-R1a-SM-4YCE2,GTEX-ZUA1,Brain - Hippocampus,80826666
G65684.GTEX-14BMU-2026.2,GTEX-14BMU-2026-SM-5S2W6,GTEX-14BMU,Muscle - Skeletal,89560000
G60873.GTEX-13FH7-2126.2,GTEX-13FH7-2126-SM-5L3DJ,GTEX-13FH7,Muscle - Skeletal,71120000
G47170.GTEX-YFCO-1826.1,GTEX-YFCO-1826-SM-4W1YH,GTEX-YFCO,Breast - Mammary Tissue,126840000
G47159.GTEX-YECK-0226.1,GTEX-YECK-0226-SM-4W215,GTEX-YECK,Adipose - Subcutaneous,117693333
G60941.GTEX-13OW6-0426.2,GTEX-13OW6-0426-SM-5L3HM,GTEX-13OW6,Skin - Sun Exposed (Lower leg),72253333
G61046.GTEX-13W46-0826.2,GTEX-13W46-0826-SM-5LU3H,GTEX-13W46,Breast - Mammary Tissue,118760000
G32813.GTEX-X585-0011-R5A-SM-46MVI.2,GTEX-X585-0011-R5A-SM-46MVI,GTEX-X585,Brain - Caudate (basal ganglia),61546666
G59206.GTEX-1212Z-0526.3,GTEX-1212Z-0526-SM-5FQSQ,GTEX-1212Z,Adipose - Visceral (Omentum),84266666
G19464.GTEX-P44H-0226-SM-2XCEU.2,GTEX-P44H-0226-SM-2XCEU,GTEX-P44H,Skin - Sun Exposed (Lower leg),131306666
G19317.GTEX-RWS6-0005-SM-2XCAN.1,GTEX-RWS6-0005-SM-2XCAN,GTEX-RWS6,Whole Blood,106013333
G25914.GTEX-OXRK-0426-SM-3NB2E.2,GTEX-OXRK-0426-SM-3NB2E,GTEX-OXRK,Nerve - Tibial,109773333
